"n","bias","differenceEffectSize","difficultyEffectSize","interactionEffectSize","differencep","difficultyp","interactionp","predictedDirection"
100,1,0.000168421052631559,0.557291050792796,0.0728679817905909,0.897510850196222,3.23212452536434e-19,0.00633386734582392,1
100,1,0.0886810551558764,0.464380255941498,0.111689860834989,0.00249069351122306,4.39704858492728e-15,0.000636350263363936,1
100,1,0.00456338028169006,0.610254100997104,0.0599999999999991,0.50208414763332,5.63965232936177e-22,0.0135567589193158,1
100,1,0.00388546255506592,0.569996325555758,0.133906432748537,0.535752464415313,7.56441433068129e-20,0.000167756620729174,1
100,1,0.0354120040691758,0.571779327409739,0.0439612188365649,0.0594937915980726,6.14886871584082e-20,0.0353459144892387,1
100,1,0.0436450216450212,0.556942344745811,0.0204710632570658,0.0360272938106289,3.36159627667823e-19,0.153474921152022,1
100,1,0.0379224376731297,0.500900621118011,0.091911764705883,0.0510040117031887,1.28594430046456e-16,0.00205778741216108,1
100,1,0.000338983050847444,0.552811441475347,0.0636488812392421,0.854997695146797,5.34088592834877e-19,0.010921221044778,1
100,1,0.0163022508038589,0.525550517216946,0.09566275924256,0.203226161368757,1.02405180854062e-17,0.00164829180090844,1
100,1,0.027354596622889,0.494681954681953,0.0181855670103096,0.0983539726903672,2.38798686156314e-16,0.178771935838112,1
100,1,0.000925925925925875,0.564697130712008,0.105484848484848,0.762597590869782,1.39329701629253e-19,0.000920610426443282,0
100,1,0.00995266272189303,0.564221125113679,0.109502304147465,0.320902352250594,1.47134826295321e-19,0.000724927866114971,1
100,1,0.000897666068222684,0.512622256449749,0.0127810650887572,0.76614288092172,3.92175711141971e-17,0.26031657576078,1
100,1,0.0411160220994471,0.503382738922339,0.0863636363636359,0.0419884847697017,1.00233032929105e-16,0.00285602906015391,1
100,1,0.0125895953757228,0.552415126772667,0.121441689623508,0.263940536766704,5.58222263471239e-19,0.000355257564639716,1
100,1,0.000574506283662457,0.523535671100362,0.0627602905568999,0.811943229337762,1.26539571774219e-17,0.0115111245825873,1
100,1,0.00777983348751127,0.495203868765406,0.0120452310717798,0.380426724479966,2.26775744116932e-16,0.274588466469973,0
100,1,0.0294545454545454,0.584676865438649,0.13182527301092,0.0861472318919324,1.33868148223328e-20,0.000190231176988095,1
100,1,0.0804989604989607,0.56824227022448,0.0448140043763681,0.00403738473412862,9.26692940020903e-20,0.0335735253614997,1
100,1,0.0172410256410254,0.627388601036268,0.0269472502805834,0.19058548233165,6.01060446179473e-23,0.100929841361245,1
100,1,0.005111111111111,0.56771369721936,0.00520720720720693,0.477423460142905,9.84992969348664e-20,0.473301499667032,1
100,1,0.0635266821345697,0.570341906202722,0.0213333333333337,0.0110005014980851,7.26715167276425e-20,0.144996201185855,1
100,1,0.00153518123667373,0.596416634279051,0.0286541737649066,0.697264175609735,3.2068868637469e-21,0.0905969144440566,1
100,1,3.96825396825722e-05,0.497787610619467,0.107651245551601,0.950148049269413,1.75466455796792e-16,0.000809352416681693,1
100,1,0.0291460055096406,0.535421869088155,0.00708595387840677,0.0878343020274402,3.58451763374933e-18,0.402628428209594,1
100,1,0.0119512195121949,0.537480394128291,0.0239425202652912,0.276480832931176,2.87184197327305e-18,0.12234159555797,1
100,1,0.0163115845539284,0.554312813609105,0.109043552519213,0.203095786868093,4.51593986255638e-19,0.000744999425734292,1
100,1,0.00737991266375553,0.615384615384614,0.0738795986622067,0.393003580240559,2.91490052474338e-22,0.00596674216315236,1
100,1,0.000419580419580393,0.544961901859188,0.100392156862746,0.838887112302054,1.27258320087558e-18,0.00124553984175062,1
100,1,0.0550930460332998,0.52273355314806,0.0449479940564629,0.0181451156557102,1.37628232353676e-17,0.0333034652802477,1
100,1,0.00770852428964246,0.458765185856753,0.0674127659574461,0.382627309108231,7.41119517316406e-15,0.00874165584842217,1
100,1,1.42653352353629e-05,0.469885937754602,0.0101114206128132,0.970097891309616,2.62171721575661e-15,0.317053745467414,1
100,1,0.0348892674616698,0.539904273504272,0.0355602536997881,0.0614402991299789,2.20933505040982e-18,0.0589535870392917,1
100,1,0.00512195121951216,0.532885332163999,0.0483434835566387,0.476955585739363,4.70413666530739e-18,0.0271546755032659,1
100,1,0.000276243093922652,0.469016763985684,0.0992974848222009,0.86897008418399,2.84570777506342e-15,0.00132904635832903,1
100,1,0.0247008547008542,0.58510066127847,0.0553639846743298,0.116508123097426,1.27226545827718e-20,0.0178548645337042,1
100,1,0.00680672268907553,0.48784267202044,0.00693315858453464,0.41208925021661,4.67679992032314e-16,0.40776581093406,1
100,1,0.000641282565130245,0.567841967946326,0.0699054820415874,0.801527215025285,9.70523109153325e-20,0.00754456633554306,1
100,1,0.0119421487603306,0.539612864800476,0.221302681992339,0.276664275034254,2.28026958674279e-18,6.90662189828159e-07,1
100,1,0.0132965009208097,0.533517572844697,0.0144689378757513,0.250858735182465,4.39657924521323e-18,0.2308480127072,1
100,1,0.00212464589235133,0.473058024890899,0.112111010009099,0.647157113871574,1.94160064766758e-15,0.000620572241705837,1
