"n","bias","differenceEffectSize","difficultyEffectSize","interactionEffectSize","differencep","difficultyp","interactionp","predictedDirection"
50,0.7,0.0452261306532653,0.352017738359201,0.0141436464088398,0.134062076743766,4.46821752562488e-06,0.405855274434332,0
50,0.7,0.00537360890302112,0.233699885452465,0.0863539445629002,0.609202500756257,0.000326232520192179,0.0363479410957983,1
50,0.7,0.025679389312977,0.337732899022801,0.0130474040632055,0.261307634696711,7.76729669823159e-06,0.424797568503823,0
50,0.7,0.00782608695652197,0.403753846153847,0.0430769230769227,0.537025225710259,5.46627784295397e-07,0.14389919177065,1
50,0.7,0.00746113989637299,0.416451169188446,0.000663900414937773,0.546710299038849,3.18055165154557e-07,0.857564051523711,0
50,0.7,0.117894736842104,0.255202492211838,0.0634920634920627,0.0136333828694584,0.00015631659389179,0.074461909725898,0
50,0.7,0.0124050632911393,0.302677165354329,0.0232558139534885,0.436507224811098,2.88683940516599e-05,0.285375092752506,1
50,0.7,0.049277566539924,0.200094562647755,0.0191715976331353,0.117443046719879,0.000998230268322711,0.332556607837207,0
50,0.7,0.00143426294820723,0.210015082956259,0.026932270916335,0.791897480178448,0.000720199643604062,0.249834566311873,0
50,0.7,0.00864450127877207,0.278761061946901,0.0137614678899089,0.516385450830958,6.84091837827814e-05,0.412316970658634,0
50,0.7,0.0582258064516145,0.179086294416243,0.000344827586207052,0.0880424098480575,0.00197461123770997,0.897091435618719,0
50,0.7,0.00278829604130818,0.327445956765412,0.0118596491228067,0.712868409260553,1.14899047974984e-05,0.446835031472583,0
50,0.7,0.0632432432432432,0.387921951219511,0.0335593220338982,0.075051595676991,1.0579368383808e-06,0.198184702682049,0
50,0.7,0.0340869565217387,0.435842105263157,0.0559440559440559,0.194633631930607,1.36099578279497e-07,0.0947108503007822,0
50,0.7,0.0586802030456852,0.176890595009597,0.00383141762452097,0.0867744199207815,0.00211911693663003,0.666105774009876,0
50,0.7,0.0174100719424461,0.282647058823529,0.0387931034482763,0.356020058328498,5.95618381978598e-05,0.165956045506929,0
50,0.7,0.061915285451197,0.335503421309874,0.00095602294455066,0.0782820356416164,8.45911022983877e-06,0.829465181420625,1
50,0.7,0.00148710166919577,0.318013245033113,0.0511260504201682,0.788185830488743,1.63759472766553e-05,0.110609124593313,0
50,0.7,0.00345415778251603,0.219298245614035,0.000342857142857144,0.682051122083383,0.000529172827821335,0.897384300537203,0
50,0.7,0.00942307692307707,0.362606232294618,0.0218018018018018,0.49799142474428,2.94444606638635e-06,0.301134982778844,1
50,0.7,0.0129949238578677,0.228978328173374,0.037874396135266,0.425736637872583,0.000382588573372932,0.171159335879412,0
50,0.7,0.0106578947368422,0.230588235294118,0.00139534883720927,0.47096345428967,0.000362386921139752,0.79467791214379,0
50,0.7,0.0177464788732396,0.201693461950697,0.000504201680672366,0.351372978245216,0.000947252705583692,0.875716985008284,0
50,0.7,0.00671140939597284,0.428571428571429,0.00022598870056501,0.567656283195771,1.87700123119729e-07,0.916613160403058,0
50,0.7,0.0200696864111498,0.340978473581213,0.0514469453376211,0.321373251520726,6.8568603503843e-06,0.109466691619749,0
50,0.7,0.0364705882352944,0.161903642773208,0.0494634146341464,0.179466292279691,0.00342135777240152,0.116735943062143,0
50,0.7,0.0208695652173911,0.319270072992701,0.00757894736842085,0.311818416032833,1.56247068648014e-05,0.543549328955506,1
50,0.7,0.000392156862745089,0.252360300250208,0.0148235294117641,0.890296684927282,0.00017245004631134,0.394713931303749,0
50,0.7,0.00473933649289116,0.199692898272553,0.0248205128205131,0.631214494278299,0.0010114502064309,0.269541818161133,0
50,0.7,0.00790697674418601,0.224022857142858,0.00117096018735371,0.534920508642004,0.000451869086835588,0.811581665367597,1
50,0.7,0.00137741046831972,0.15153153153153,0.00084602368866331,0.795973532046524,0.00475278914329057,0.839438109370326,0
50,0.7,0.0033679833679835,0.387245657568239,0.112988235294117,0.685834349936003,1.08781502125276e-06,0.0158817999230575,0
