"n","bias","differenceEffectSize","difficultyEffectSize","interactionEffectSize","differencep","difficultyp","interactionp","predictedDirection"
50,1,0.0129801324503301,0.4836632996633,0.151497584541063,0.42600186674598,1.4809430249375e-08,0.00475788843522429,1
50,1,0.000180995475113117,0.418482068390325,0.00404858299595133,0.925348094126047,2.9136612334004e-07,0.657344021676978,1
50,1,0.0551489361702125,0.506005698005698,0.0704587155963308,0.0971579691366462,4.90651465756658e-09,0.0597605531596389,1
50,1,0.0069376693766936,0.581350390902631,0.0391864406779654,0.561177510939683,7.97648332464249e-11,0.163782367810011,0
50,1,3.59066427289006e-05,0.617566676655679,0.0273522975929983,0.966711998198624,8.44834115018099e-12,0.246124230460396,1
50,1,0.00317152103559884,0.470419970631425,0.116798336798337,0.69467416667793,2.78985571425095e-08,0.0141066623270898,0
50,1,0.00793650793650796,0.448305084745763,0.112666666666666,0.534155805741091,7.77197027415705e-08,0.0160414065070981,1
50,1,0.0898004434589807,0.4422841656988,0.00422976501305504,0.0326498805614731,1.02029910537579e-07,0.650245814319551,1
50,1,0.0732368896925876,0.371326940921745,0.00935550935550964,0.0547653684555443,2.07844696189069e-06,0.499543583640292,1
50,1,0.00199999999999987,0.566690561529272,0.127284768211923,0.755334905378797,1.87592415560387e-10,0.01017383684144,1
50,1,0.00116129032258073,0.498980509745127,0.0111724137931031,0.812347143720708,6.97978788726844e-09,0.460390154348342,1
50,1,0.00257217847769033,0.564713571703191,0.00951374207188121,0.72376024491529,2.10068498441894e-10,0.495921274789452,0
50,1,0.000460358056266073,0.650184696569921,0.0801814882032678,0.881202785648114,9.28297803677236e-13,0.0440646484022861,1
50,1,0.0286440677966095,0.564498346196251,0.0124271844660201,0.235117432571988,2.12665990342642e-10,0.436095983732117,1
50,1,4.72813238770455e-05,0.554948096885813,0.0447227926078027,0.961805005401776,3.64730304995716e-10,0.136298367464738,0
50,1,0.00360801781737181,0.550410958904109,0.00779896013864803,0.675430616998433,4.6941882343671e-10,0.53773439313452,1
50,1,0.0161002785515317,0.468298289879451,0.231114503816793,0.374926694476296,3.08341589166476e-08,0.000356010452594748,0
50,1,0.014468937875752,0.458730158730158,0.0185684210526311,0.400469483663444,4.81884144955954e-08,0.340354023379993,0
50,1,0.200154440154441,0.488093385214008,0.128000000000002,0.000996273982224707,1.1940406875622e-08,0.00994915254239797,1
50,1,0.000258249641319944,0.552592796260654,0.0495117540687169,0.910882208601987,4.15906853775005e-10,0.116552773153728,1
50,1,0.00320000000000014,0.57578231292517,0.071598173515982,0.69337356058642,1.10751968842795e-10,0.0576574641664305,1
50,1,0.00466281310211923,0.612919226393629,0.23100616016427,0.633990372155698,1.13982120955512e-11,0.00035731422479249,1
50,1,0.00388443017656521,0.50404609475032,0.0364580559254327,0.663940327574545,5.41601997174316e-09,0.179542462083725,1
50,1,0.0207361963190183,0.570578703703703,0.183673469387756,0.313386012909022,1.49940616792301e-10,0.00170306158671356,1
50,1,0.00620253164556962,0.554582524271845,0.08,0.582770392434489,3.7225622370526e-10,0.0443151771534739,1
50,1,0.0492775665399246,0.508178785857238,0.301524663677133,0.117443046719877,4.39540584551444e-09,3.01115161118471e-05,1
50,1,0.0247524752475241,0.603784273736686,0.0922495894909672,0.270207515905866,2.03276234197764e-11,0.030254870959748,1
50,1,0.00596119929453273,0.564208645944981,0.0364705882352944,0.590220372104157,2.16211058526391e-10,0.179466292279691,1
50,1,0.0214604462474646,0.484695294420159,0.16574610244989,0.304992239594072,1.40871128141361e-08,0.00302739748832217,0
50,1,0.000564263322884019,0.468415013148458,0.105009345794392,0.868584425822555,3.06652155700796e-08,0.0203515405339266,1
50,1,2.77429908499894e-31,0.613122661122661,0.00232727272727294,0.999999999999997,1.12505945545944e-11,0.73674241055757,1
50,1,0.0177777777777773,0.503709585933069,0.0669456066945619,0.350944759134248,5.50848203724641e-09,0.0667563073511118,1
50,1,0.0391304347826087,0.467758389261745,0.167225806451611,0.164089928254289,3.16273179375629e-08,0.00288783454044497,0
50,1,0.169253731343284,0.510315709395209,0.00181146025877996,0.00270673893476566,3.94294500491097e-09,0.766812150144355,1
50,1,0.00880626223092002,0.530723216474626,0.123452566096423,0.512469485596401,1.36447107484222e-09,0.0114659123850645,1
50,1,0.0158730158730165,0.424360000000001,0.00962406015037582,0.378346251510227,2.25716724166481e-07,0.493421614998772,1
50,1,0.0113314447592063,0.58751430387794,0.00444444444444448,0.457197312912616,5.51876010676549e-11,0.642067556761779,1
50,1,0.00328358208955219,0.541649312786339,0.0656401944894647,0.68959449882023,7.58884043706333e-10,0.0695668671785617,0
50,1,0.00025677603423679,0.65645238913716,0.0275753228120519,0.911135807103756,5.93406713777054e-13,0.244180867755281,1
50,1,0.00456621004566225,0.55163454675232,0.000228571428571444,0.637534611459845,4.38644509332165e-10,0.916139712311221,1
50,1,0.00980392156862769,0.526151389332481,0.16784251968504,0.48939061166909,1.73729002270285e-09,0.00283154321060608,1
50,1,0.0267906976744187,0.503105590062111,0.0561038961038963,0.251100217707419,5.67826074267475e-09,0.0942268176565093,0
50,1,0.0028959276018098,0.558704177323104,0.00782874617736995,0.707621721980629,2.95408197845334e-10,0.536955797275337,1
50,1,0.00045569620253179,0.521747412008281,0.0406128133704736,0.8818015160082,2.18778875299955e-09,0.156160820975523,0
50,1,0.0388800000000002,0.473937168502652,0.0301863354037276,0.165473086560183,2.36147718439369e-08,0.222728037505968,0
50,1,0.0430088495575213,0.535019455252918,0.17275434243176,0.144223377041788,1.08510786783328e-09,0.0024199066984018,0
50,1,0.0111368015414259,0.460982492814214,0.0102664298401419,0.461109905252751,4.34102843391619e-08,0.47926889897773,1
50,1,0.000158730158730125,0.477693798449613,0.170212765957446,0.930078225833855,1.973982091018e-08,0.00262501035308449,1
50,1,0.000636042402826937,0.621408059286708,0.107813411078719,0.86055414803125,6.57792235467859e-12,0.0186534546104121,0
50,1,0.00749999999999954,0.612152974504248,0.0424561403508772,0.54566390210142,1.19711016918203e-11,0.146885337659802,1
