"n","bias","differenceEffectSize","difficultyEffectSize","interactionEffectSize","differencep","difficultyp","interactionp","predictedDirection"
50,1,0.459484395028301,0.545231400797801,0.523760571645552,4.65346480067979e-08,6.24249701428318e-10,1.96944362407554e-09,1
50,1,0.422768566391316,0.309745795854517,0.327379270514016,2.41929022914496e-07,2.22606400387103e-05,1.15189033324663e-05,1
50,1,0.449085964348406,0.450213772137239,0.201272668543215,7.50087519097743e-08,7.12533965993371e-08,0.00096041775174458,1
50,1,0.459375306623058,0.384279158699809,0.118010471204189,4.67704162333583e-08,1.22875092876961e-06,0.0135843529217243,1
50,1,0.410935499102842,0.448807271224954,0.231820491109229,4.02951142099845e-07,7.59656710859858e-08,0.000347627126458313,1
50,1,0.403409264837581,0.169491162750888,0.265977177393893,5.5463666823888e-07,0.00268627641724317,0.000107413776205073,1
50,1,0.415492957746479,0.3880285629277,0.173695563931575,3.3145005935357e-07,1.05329952224417e-06,0.00234799534067334,1
50,1,0.530102163461538,0.381084162721036,0.172946469562024,1.41017630291335e-09,1.40018030702681e-06,0.00240505513958428,1
50,1,0.284383680555556,0.325621670633571,0.136806947227789,5.59756417463145e-05,1.2309160741171e-05,0.00755325117358989,1
50,1,0.523203052431513,0.552594306217836,0.356335603559937,2.02771871679515e-09,4.15871935174654e-10,3.77225082689786e-06,1
50,1,0.519252290815579,0.458192575711092,0.289440556400782,2.49081433894166e-09,4.94014919213611e-08,4.66816878418629e-05,1
50,1,0.45347243143279,0.342534271952575,0.255789965867115,6.13915244019146e-08,6.45780571116181e-06,0.000153169080304178,1
50,1,0.359019437457123,0.22871096877502,0.181313454029109,3.39364982788006e-06,0.000386047592720482,0.00183787265265768,1
50,1,0.369309105234648,0.496232124352331,0.154669565217391,2.25377307289508e-06,8.00134984740225e-09,0.00430385817868182,1
50,1,0.505390003992596,0.383828140908165,0.333888255416191,5.06141453497986e-09,1.25166242945366e-06,8.99703529377733e-06,1
50,1,0.465424066504071,0.33906960950764,0.231043110084681,3.5288249162191e-08,7.37902894132474e-06,0.00035686906196877,1
50,1,0.470673429134968,0.499150495419705,0.280943805942482,2.75663948879886e-08,6.92090633065168e-09,6.32943127658562e-05,1
50,1,0.312340492790784,0.416121007185556,0.29641734444389,2.02229815006617e-05,3.22610579757982e-07,3.62708120603938e-05,1
50,1,0.512530482330858,0.423466546021213,0.412598169742601,3.52138380082246e-09,2.34685135973558e-07,3.75296505969811e-07,1
50,1,0.44043243085626,0.326154443150951,0.29231789655275,1.10875375483716e-07,1.20642492679119e-05,4.20788240327496e-05,1
50,1,0.482228448216664,0.42936978583553,0.238709811934448,1.58731413153019e-08,1.81224676451822e-07,0.000275250938884766,1
50,1,0.327837991494781,0.432635288662185,0.245526681926305,1.1320847174088e-05,1.56906572041905e-07,0.000218117556331608,1
50,1,0.497535700228292,0.22603189185642,0.20037420157142,7.50008027728551e-09,0.000422427109867734,0.000989125973332874,1
50,1,0.480590088063251,0.41301303538175,0.308952690312779,1.71775884763608e-08,3.68686422194927e-07,2.29220754622229e-05,1
50,1,0.492424677187948,0.31158833619211,0.0974343477948054,9.65672914238711e-09,2.07943509480578e-05,0.0257515602654241,1
50,1,0.352830175981695,0.4795659494855,0.188922768304914,4.32845223643781e-06,1.80447129881633e-08,0.00143685995601938,1
50,1,0.448891961762761,0.303591879229568,0.322070884238539,7.56736428471271e-08,2.7917179105315e-05,1.40683210547935e-05,1
50,1,0.609249525873747,0.44562657025553,0.352392925170067,1.44032516756165e-11,8.77533260324542e-08,4.40314109353831e-06,1
50,1,0.517706296951591,0.369342760726338,0.305320675105485,2.69839604321892e-09,2.25073526424953e-06,2.62013915832864e-05,1
50,1,0.34942855306293,0.338625092629539,0.076524292073113,4.94327038681665e-06,7.50602035180924e-06,0.0494034260443041,1
50,1,0.492243809523809,0.508128032260097,0.343918573119963,9.74304778439321e-09,4.40673660772017e-09,6.12164469882102e-06,1
50,1,0.442045334980215,0.323379105922207,0.303798469004853,1.0313140513392e-07,1.33936759172117e-05,2.77065738012218e-05,1
50,1,0.490576791697843,0.353327653774067,0.246914455951199,1.05743442243439e-08,4.24496076345036e-06,0.000207984814649597,1
50,1,0.347856861531537,0.376813019979352,0.391399969354921,5.25500367327696e-06,1.66565978478907e-06,9.16345644894552e-07,1
50,1,0.402910416928631,0.390167869409177,0.158316269430052,5.66431534485915e-07,9.64279125789634e-07,0.00383422375250096,1
50,1,0.574229783267304,0.443078035988787,0.305068708552676,1.21274561401461e-10,9.84493115654956e-08,2.64449660575919e-05,1
50,1,0.578960021224057,0.569216917739032,0.351824328296785,9.1881743624042e-11,1.62216023420078e-10,4.50212583429873e-06,1
50,1,0.494794348866355,0.554634738289782,0.371279057195372,8.59156042634725e-09,3.71172250296593e-10,2.08245091401974e-06,1
50,1,0.601373769031049,0.343014476562864,0.213261112205371,2.36286531478384e-11,6.33922592176387e-06,0.000646817145529863,1
50,1,0.395567421277841,0.459769544924154,0.341292763676494,7.70638095460688e-07,4.59237525722067e-08,6.77437654067313e-06,1
50,1,0.450977257064094,0.301698714426986,0.234492168732584,6.8814542943318e-08,2.99205204293102e-05,0.000317601057502314,1
50,1,0.457899716177862,0.421110794645401,0.250433671658741,5.00746459207512e-08,2.60006796172609e-07,0.000184291224655898,1
50,1,0.402449392712551,0.423425632045529,0.237967820575329,5.77546542401937e-07,2.35103932740212e-07,0.000282281779950488,1
50,1,0.474552905327309,0.278279736536226,0.128093023255814,2.29330464837322e-08,6.95897024772132e-05,0.00992029274433097,1
50,1,0.515354711862719,0.376689386562804,0.259668462494819,3.04634419548489e-09,1.6740243903943e-06,0.000133876629204729,1
50,1,0.360941954815837,0.508049689440994,0.114963840806234,3.1452485131016e-06,4.42428181588873e-09,0.0149352958557294,1
50,1,0.521490799459403,0.399855667813922,0.302349745331069,2.21723848887803e-09,6.44102157819403e-07,2.92164265483518e-05,1
50,1,0.539484727317696,0.451612903225806,0.295069370330843,8.53330130945638e-10,6.68455043147828e-08,3.80893942749085e-05,1
50,1,0.455415810685778,0.406684179599737,0.209308290257665,5.61499704571098e-08,4.82874290069253e-07,0.000737218893638491,1
50,1,0.288469571286677,0.349133089133089,0.127896323086196,4.8342002721145e-05,5.0004790083115e-06,0.00998141532260734,1
